molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,standard_type,standard_units,standard_value,type,units,value
CHEMBL5191108,,CHEMBL5191108,8.35,Ki,nM,4.5,Ki,nM,4.5
CHEMBL377219,,CHEMBL377219,6.3,Ki,nM,505.48,Ki,nM,505.48
CHEMBL4526341,A-108,CHEMBL4526341,7.04,Ki,nM,91.64,Ki,nM,91.64
CHEMBL3342332,A-1155463,CHEMBL3342332,6.87,Ki,nM,136.4,Ki,nM,136.4
CHEMBL4066040,A-1596584,CHEMBL4066040,5.56,Ki,nM,2740.31,Ki,nM,2740.31
CHEMBL4093612,A-1596586,CHEMBL4093612,6.5,Ki,nM,314.63,Ki,nM,314.63
CHEMBL3701197,A-226,CHEMBL3701197,6.28,Ki,nM,528.76,Ki,nM,528.76
CHEMBL4796803,,CHEMBL4513786,6.54,Ki,nM,289.0,Ki,nM,289.0
CHEMBL4545807,BAY-070,CHEMBL4545807,5.9,Ki,nM,1268.44,Ki,nM,1268.44
CHEMBL4798829,,CHEMBL4798829,5.93,Ki,nM,1179.84,Ki,nM,1179.84
CHEMBL4455582,BAY-693,CHEMBL4455582,5.62,Ki,nM,2368.65,Ki,nM,2368.65
CHEMBL4445670,BAY-885,CHEMBL4445670,5.6,Ki,nM,2500.0,Ki,uM,2.5
CHEMBL4592872,BAY-897,CHEMBL4592872,5.62,Ki,nM,2398.0,Ki,nM,2398.0
CHEMBL4458424,BAY-899,CHEMBL4458424,5.84,Ki,nM,1431.53,Ki,nM,1431.53
CHEMBL4516982,BI 1935,CHEMBL4516982,5.2,Ki,nM,6280.0,Ki,uM,6.28
CHEMBL4558518,GSI-NC,CHEMBL4558518,6.65,Ki,nM,223.0,Ki,nM,223.0
CHEMBL4560589,MLi-2-NC,CHEMBL4560589,5.8,Ki,nM,1593.68,Ki,nM,1593.68
CHEMBL204232,NAPHTHYRIDINONE,CHEMBL204232,5.94,Ki,nM,1158.0,Ki,nM,1158.0
CHEMBL4584981,NVS-MALT1-C,CHEMBL4584981,5.8,Ki,nM,1593.68,Ki,nM,1593.68
CHEMBL1651534,REDAFAMDASTAT,CHEMBL1651534,6.33,Ki,nM,472.06,Ki,nM,472.06
CHEMBL4780458,,CHEMBL4780458,6.33,Ki,nM,472.0,Ki,nM,472.0
CHEMBL4745071,,CHEMBL4566600,5.93,Ki,nM,1169.0,Ki,nM,1169.0
CHEMBL3337895,T-26f,CHEMBL3337895,6.58,Ki,nM,263.0,Ki,nM,263.0
CHEMBL1971943,BAY-549,CHEMBL1971943,5.17,Ki,nM,6765.5,Ki,nM,6765.5
CHEMBL3961701,,CHEMBL3961701,7.27,Ki,nM,54.0,Ki,nM,54.0
CHEMBL4576555,T3-CLK-N,CHEMBL4576555,6.1,Ki,nM,798.0,Ki,nM,798.0
CHEMBL3414619,,CHEMBL3414619,5.33,Ki,nM,4700.0,Ki,nM,4700.0
CHEMBL4781384,,CHEMBL4781384,7.71,Ki,nM,19.6,Ki,nM,19.6
CHEMBL4754186,,CHEMBL4754186,7.57,Ki,nM,27.2,Ki,nM,27.2
CHEMBL5274312,,CHEMBL5274312,5.19,Ki,nM,6400.0,Ki,uM,6.4
CHEMBL596802,PRIDOPIDINE,CHEMBL596802,7.77,Ki,nM,17.0,Ki,nM,17.0
CHEMBL4297224,BLARCAMESINE,CHEMBL4297224,6.07,IC50,nM,860.0,IC50,uM,0.86
CHEMBL408867,[11C]SA4503,CHEMBL408867,8.34,Ki,nM,4.6,Ki,nM,4.6
CHEMBL4302089,T-817,CHEMBL4302089,7.8,Ki,nM,16.0,Ki,nM,16.0
CHEMBL227072,,CHEMBL226539,7.62,Ki,nM,23.9,Ki,nM,23.9
CHEMBL5272845,,CHEMBL338468,7.93,Ki,nM,11.82,Ki,nM,11.82
CHEMBL4088272,,CHEMBL4088272,10.1,Ki,nM,0.08,Ki,nM,0.08
CHEMBL50112,,CHEMBL50112,8.77,Ki,nM,1.7,Ki,nM,1.7
CHEMBL54,HALOPERIDOL,CHEMBL54,8.6,Ki,nM,2.5,Ki,nM,2.5
CHEMBL190883,,CHEMBL190883,8.96,Ki,nM,1.1,Ki,nM,1.1
CHEMBL5270434,,CHEMBL5270434,8.51,Ki,nM,3.1,Ki,nM,3.1
CHEMBL305881,,CHEMBL305881,7.27,Ki,nM,53.2,Ki,nM,53.2
CHEMBL2170062,,CHEMBL2170062,7.77,Ki,nM,17.0,Ki,nM,17.0
CHEMBL53325,,CHEMBL53325,9.42,Ki,nM,0.38,Ki,nM,0.38
CHEMBL5274616,,CHEMBL5274616,7.54,Ki,nM,29.0,Ki,nM,29.0
CHEMBL3984952,,CHEMBL3984952,6.87,Ki,nM,134.0,Ki,nM,134.0
CHEMBL61479,SIRAMESINE,CHEMBL61479,7.98,Ki,nM,10.5,Ki,nM,10.5
CHEMBL4792070,,CHEMBL4792070,8.7,Ki,nM,2.0,Ki,nM,2.0
CHEMBL5279451,,CHEMBL5279451,7.54,Ki,nM,29.0,Ki,nM,29.0
CHEMBL5291247,,CHEMBL5291247,8.12,Ki,nM,7.5,Ki,nM,7.5
CHEMBL3104856,,CHEMBL3104856,7.47,Ki,nM,34.0,Ki,nM,34.0
CHEMBL3104857,,CHEMBL3104857,7.54,Ki,nM,29.0,Ki,nM,29.0
CHEMBL305881,,CHEMBL305881,8.66,Ki,nM,2.2,Ki,uM,0.0022
CHEMBL5086571,,CHEMBL5086571,7.0,Ki,nM,100.0,Ki,nM,100.0
CHEMBL5275633,,CHEMBL5275633,7.0,Ki,nM,100.0,Ki,nM,100.0
CHEMBL5284021,,CHEMBL5284021,7.0,Ki,nM,100.0,Ki,nM,100.0
CHEMBL5280075,,CHEMBL5280075,7.0,Ki,nM,100.0,Ki,nM,100.0
CHEMBL267014,L-745870,CHEMBL267014,7.0,Ki,nM,101.0,Ki,nM,101.0
CHEMBL3793910,,CHEMBL3793910,7.39,Ki,nM,41.0,Ki,nM,41.0
CHEMBL3905761,,CHEMBL3905761,7.28,Ki,nM,52.0,Ki,nM,52.0
CHEMBL3793438,,CHEMBL3793438,7.36,Ki,nM,44.0,Ki,nM,44.0
CHEMBL5269361,,CHEMBL5269361,7.75,Ki,nM,18.0,Ki,nM,18.0
CHEMBL267014,L-745870,CHEMBL267014,7.0,Ki,nM,100.0,pKi,,7.0
CHEMBL3793910,,CHEMBL3793910,7.39,Ki,nM,40.74,pKi,,7.39
CHEMBL3905761,,CHEMBL3905761,7.28,Ki,nM,52.48,pKi,,7.28
CHEMBL3793438,,CHEMBL3793438,7.36,Ki,nM,43.65,pKi,,7.36
CHEMBL5269361,,CHEMBL5269361,7.74,Ki,nM,18.2,pKi,,7.74
CHEMBL5170381,,CHEMBL5170381,8.08,Ki,nM,8.3,Ki,nM,8.3
CHEMBL5187721,,CHEMBL5187721,8.51,Ki,nM,3.1,Ki,nM,3.1
CHEMBL5182602,,CHEMBL5182602,7.57,Ki,nM,27.0,Ki,nM,27.0
CHEMBL5173368,,CHEMBL5173368,7.96,Ki,nM,11.0,Ki,nM,11.0
CHEMBL5206646,,CHEMBL5206646,7.51,Ki,nM,31.0,Ki,nM,31.0
CHEMBL5181334,,CHEMBL5181334,7.92,Ki,nM,12.0,Ki,nM,12.0
CHEMBL5203807,,CHEMBL5203807,8.74,Ki,nM,1.8,Ki,nM,1.8
CHEMBL5198353,,CHEMBL5198353,9.15,Ki,nM,0.7,Ki,nM,0.7
CHEMBL5196213,,CHEMBL5196213,8.92,Ki,nM,1.2,Ki,nM,1.2
CHEMBL5209344,,CHEMBL5209344,8.74,Ki,nM,1.8,Ki,nM,1.8
CHEMBL5201507,,CHEMBL5201507,8.89,Ki,nM,1.3,Ki,nM,1.3
CHEMBL5175548,,CHEMBL5175548,8.77,Ki,nM,1.7,Ki,nM,1.7
CHEMBL5282085,,CHEMBL5282085,7.64,Ki,nM,23.0,Ki,nM,23.0
CHEMBL5279686,,CHEMBL5279686,5.88,Ki,nM,1326.0,Ki,nM,1326.0
CHEMBL5286004,,CHEMBL5286004,5.89,Ki,nM,1283.0,Ki,nM,1283.0
CHEMBL5286047,,CHEMBL5286047,7.43,Ki,nM,37.0,Ki,nM,37.0
CHEMBL5170670,,CHEMBL5170670,8.09,Ki,nM,8.1,Ki,nM,8.1
CHEMBL5171772,,CHEMBL5171772,7.54,Ki,nM,29.0,Ki,nM,29.0
CHEMBL5193761,,CHEMBL5193761,7.85,Ki,nM,14.0,Ki,nM,14.0
CHEMBL5171398,,CHEMBL5171398,7.28,Ki,nM,52.0,Ki,nM,52.0
CHEMBL5270836,,CHEMBL5270836,6.41,Ki,nM,388.0,Ki,nM,388.0
CHEMBL5174731,,CHEMBL5174731,6.84,Ki,nM,143.0,Ki,nM,143.0
CHEMBL5206427,,CHEMBL5206427,7.51,Ki,nM,31.0,Ki,nM,31.0
CHEMBL5195130,,CHEMBL5195130,6.76,Ki,nM,175.0,Ki,nM,175.0
CHEMBL5205459,,CHEMBL5205459,7.26,Ki,nM,55.0,Ki,nM,55.0
CHEMBL5179340,,CHEMBL5179340,7.4,Ki,nM,40.0,Ki,nM,40.0
CHEMBL5190239,,CHEMBL5190239,7.92,Ki,nM,12.0,Ki,nM,12.0
CHEMBL5179459,,CHEMBL5179459,7.46,Ki,nM,35.0,Ki,nM,35.0
CHEMBL5208124,,CHEMBL5208124,8.28,Ki,nM,5.2,Ki,nM,5.2
CHEMBL5196102,,CHEMBL5196102,8.64,Ki,nM,2.3,Ki,nM,2.3
CHEMBL5179198,,CHEMBL5179198,8.46,Ki,nM,3.5,Ki,nM,3.5
CHEMBL5280960,,CHEMBL5280960,6.75,Ki,nM,180.0,Ki,nM,180.0
CHEMBL5283077,,CHEMBL5283077,6.77,Ki,nM,170.0,Ki,nM,170.0
CHEMBL5188602,,CHEMBL5188602,6.31,Ki,nM,490.0,Ki,nM,490.0
CHEMBL5173767,,CHEMBL5173767,7.46,Ki,nM,35.0,Ki,nM,35.0
CHEMBL5182635,,CHEMBL5182635,6.3,Ki,nM,503.0,Ki,nM,503.0
CHEMBL5270824,,CHEMBL5270824,5.96,Ki,nM,1093.0,Ki,nM,1093.0
CHEMBL5204764,,CHEMBL5204764,6.88,Ki,nM,131.0,Ki,nM,131.0
CHEMBL5193214,,CHEMBL5193214,6.45,Ki,nM,358.0,Ki,nM,358.0
CHEMBL5199815,,CHEMBL5199815,7.01,Ki,nM,97.0,Ki,nM,97.0
CHEMBL5172055,,CHEMBL5172055,7.09,Ki,nM,81.0,Ki,nM,81.0
CHEMBL5182191,,CHEMBL5182191,8.62,Ki,nM,2.4,Ki,nM,2.4
CHEMBL5184607,,CHEMBL5184607,8.06,Ki,nM,8.8,Ki,nM,8.8
CHEMBL5207898,,CHEMBL5207898,8.37,Ki,nM,4.3,Ki,nM,4.3
CHEMBL5199649,,CHEMBL5199649,8.06,Ki,nM,8.7,Ki,nM,8.7
CHEMBL5187429,,CHEMBL5187429,8.26,Ki,nM,5.5,Ki,nM,5.5
CHEMBL5174753,,CHEMBL5174753,7.85,Ki,nM,14.0,Ki,nM,14.0
CHEMBL5188139,,CHEMBL5188139,7.72,Ki,nM,19.0,Ki,nM,19.0
CHEMBL5287836,,CHEMBL5287836,8.28,Ki,nM,5.2,Ki,nM,5.2
CHEMBL5189986,,CHEMBL5189986,8.19,Ki,nM,6.5,Ki,nM,6.5
CHEMBL5176299,,CHEMBL5176299,7.35,Ki,nM,45.0,Ki,nM,45.0
CHEMBL5290749,,CHEMBL5290749,7.08,Ki,nM,83.0,Ki,nM,83.0
CHEMBL5288366,,CHEMBL5288366,7.85,Ki,nM,14.0,Ki,nM,14.0
CHEMBL5285555,,CHEMBL5285555,7.72,Ki,nM,19.0,Ki,nM,19.0
CHEMBL5272393,,CHEMBL5272393,7.57,Ki,nM,27.0,Ki,nM,27.0
CHEMBL5288298,,CHEMBL5288298,7.8,Ki,nM,16.0,Ki,nM,16.0
CHEMBL5272689,,CHEMBL5272689,7.96,Ki,nM,11.0,Ki,nM,11.0
CHEMBL5269586,,CHEMBL5269586,8.44,Ki,nM,3.6,Ki,nM,3.6
CHEMBL5274285,,CHEMBL5274285,8.26,Ki,nM,5.5,Ki,nM,5.5
CHEMBL5289958,,CHEMBL5289958,8.15,Ki,nM,7.1,Ki,nM,7.1
CHEMBL5170381,,CHEMBL5170381,7.74,Ki,nM,18.2,pKi,,7.74
CHEMBL5187721,,CHEMBL5187721,8.08,Ki,nM,8.318,pKi,,8.08
CHEMBL5182602,,CHEMBL5182602,8.51,Ki,nM,3.09,pKi,,8.51
CHEMBL5173368,,CHEMBL5173368,7.57,Ki,nM,26.92,pKi,,7.57
CHEMBL5206646,,CHEMBL5206646,7.95,Ki,nM,11.22,pKi,,7.95
CHEMBL5181334,,CHEMBL5181334,7.51,Ki,nM,30.9,pKi,,7.51
CHEMBL5203807,,CHEMBL5203807,7.91,Ki,nM,12.3,pKi,,7.91
CHEMBL5198353,,CHEMBL5198353,8.74,Ki,nM,1.82,pKi,,8.74
CHEMBL5196213,,CHEMBL5196213,9.15,Ki,nM,0.7079,pKi,,9.15
CHEMBL5209344,,CHEMBL5209344,8.92,Ki,nM,1.202,pKi,,8.92
CHEMBL5201507,,CHEMBL5201507,8.74,Ki,nM,1.82,pKi,,8.74
CHEMBL5175548,,CHEMBL5175548,8.76,Ki,nM,1.738,pKi,,8.76
CHEMBL5282085,,CHEMBL5282085,7.65,Ki,nM,22.39,pKi,,7.65
CHEMBL5279686,,CHEMBL5279686,5.88,Ki,nM,1318.26,pKi,,5.88
CHEMBL5286004,,CHEMBL5286004,5.89,Ki,nM,1288.25,pKi,,5.89
CHEMBL5286047,,CHEMBL5286047,7.66,Ki,nM,21.88,pKi,,7.66
CHEMBL5170670,,CHEMBL5170670,8.09,Ki,nM,8.128,pKi,,8.09
CHEMBL5171772,,CHEMBL5171772,7.54,Ki,nM,28.84,pKi,,7.54
CHEMBL5193761,,CHEMBL5193761,7.84,Ki,nM,14.45,pKi,,7.84
CHEMBL5171398,,CHEMBL5171398,7.28,Ki,nM,52.48,pKi,,7.28
CHEMBL5270836,,CHEMBL5270836,6.41,Ki,nM,389.05,pKi,,6.41
CHEMBL5174731,,CHEMBL5174731,6.84,Ki,nM,144.54,pKi,,6.84
CHEMBL5206427,,CHEMBL5206427,7.25,Ki,nM,56.23,pKi,,7.25
CHEMBL5195130,,CHEMBL5195130,6.76,Ki,nM,173.78,pKi,,6.76
CHEMBL5205459,,CHEMBL5205459,7.26,Ki,nM,54.95,pKi,,7.26
CHEMBL5179340,,CHEMBL5179340,7.4,Ki,nM,39.81,pKi,,7.4
CHEMBL5190239,,CHEMBL5190239,7.94,Ki,nM,11.48,pKi,,7.94
CHEMBL5179459,,CHEMBL5179459,7.46,Ki,nM,34.67,pKi,,7.46
CHEMBL5208124,,CHEMBL5208124,8.29,Ki,nM,5.129,pKi,,8.29
CHEMBL5196102,,CHEMBL5196102,8.65,Ki,nM,2.239,pKi,,8.65
CHEMBL5179198,,CHEMBL5179198,8.46,Ki,nM,3.467,pKi,,8.46
CHEMBL5280960,,CHEMBL5280960,6.74,Ki,nM,181.97,pKi,,6.74
CHEMBL5283077,,CHEMBL5283077,6.77,Ki,nM,169.82,pKi,,6.77
CHEMBL5188602,,CHEMBL5188602,6.31,Ki,nM,489.78,pKi,,6.31
CHEMBL5173767,,CHEMBL5173767,7.46,Ki,nM,34.67,pKi,,7.46
CHEMBL5182635,,CHEMBL5182635,6.3,Ki,nM,501.19,pKi,,6.3
CHEMBL5270824,,CHEMBL5270824,5.96,Ki,nM,1096.48,pKi,,5.96
CHEMBL5204764,,CHEMBL5204764,6.88,Ki,nM,131.83,pKi,,6.88
CHEMBL5193214,,CHEMBL5193214,6.45,Ki,nM,354.81,pKi,,6.45
CHEMBL5199815,,CHEMBL5199815,7.01,Ki,nM,97.72,pKi,,7.01
CHEMBL5172055,,CHEMBL5172055,7.09,Ki,nM,81.28,pKi,,7.09
CHEMBL5182191,,CHEMBL5182191,8.63,Ki,nM,2.344,pKi,,8.63
CHEMBL5184607,,CHEMBL5184607,8.06,Ki,nM,8.71,pKi,,8.06
CHEMBL5207898,,CHEMBL5207898,8.37,Ki,nM,4.266,pKi,,8.37
CHEMBL5199649,,CHEMBL5199649,8.06,Ki,nM,8.71,pKi,,8.06
CHEMBL5187429,,CHEMBL5187429,8.26,Ki,nM,5.495,pKi,,8.26
CHEMBL5174753,,CHEMBL5174753,7.86,Ki,nM,13.8,pKi,,7.86
CHEMBL5188139,,CHEMBL5188139,7.73,Ki,nM,18.62,pKi,,7.73
CHEMBL5287836,,CHEMBL5287836,8.28,Ki,nM,5.248,pKi,,8.28
CHEMBL5189986,,CHEMBL5189986,8.19,Ki,nM,6.457,pKi,,8.19
CHEMBL5176299,,CHEMBL5176299,7.43,Ki,nM,37.15,pKi,,7.43
CHEMBL5290749,,CHEMBL5290749,7.08,Ki,nM,83.18,pKi,,7.08
CHEMBL5288366,,CHEMBL5288366,7.85,Ki,nM,14.13,pKi,,7.85
CHEMBL5285555,,CHEMBL5285555,7.72,Ki,nM,19.05,pKi,,7.72
CHEMBL5272393,,CHEMBL5272393,7.57,Ki,nM,26.92,pKi,,7.57
CHEMBL5288298,,CHEMBL5288298,7.79,Ki,nM,16.22,pKi,,7.79
CHEMBL5272689,,CHEMBL5272689,7.97,Ki,nM,10.72,pKi,,7.97
CHEMBL5269586,,CHEMBL5269586,8.45,Ki,nM,3.548,pKi,,8.45
CHEMBL5274285,,CHEMBL5274285,8.27,Ki,nM,5.37,pKi,,8.27
CHEMBL5289958,,CHEMBL5289958,8.15,Ki,nM,7.079,pKi,,8.15
CHEMBL5170381,,CHEMBL5170381,7.92,Ki,nM,12.0,Ki,nM,12.0
CHEMBL5187721,,CHEMBL5187721,8.41,Ki,nM,3.9,Ki,nM,3.9
CHEMBL53325,,CHEMBL53325,9.42,Ki,nM,0.38,Ki,nM,0.38
CHEMBL5272035,,CHEMBL5272035,8.27,Ki,nM,5.37,Ki,nM,5.37
CHEMBL3763396,,CHEMBL3763396,10.52,Ki,nM,0.03,Ki,nM,0.03
CHEMBL61479,SIRAMESINE,CHEMBL61479,7.98,Ki,nM,10.5,Ki,nM,10.5
CHEMBL5280610,,CHEMBL5280610,7.18,Ki,nM,66.7,Ki,nM,66.7
CHEMBL5266462,,CHEMBL5266462,5.86,Ki,nM,1381.0,Ki,nM,1381.0
CHEMBL5276035,,CHEMBL5276035,7.12,Ki,nM,75.0,Ki,nM,75.0
CHEMBL5274252,,CHEMBL5274252,5.98,Ki,nM,1050.0,Ki,nM,1050.0
CHEMBL101510,,CHEMBL101510,6.77,Ki,nM,169.0,Ki,nM,169.0
CHEMBL5280329,,CHEMBL5280329,7.47,Ki,nM,34.0,Ki,nM,34.0
CHEMBL5275685,,CHEMBL5275685,7.7,Ki,nM,20.0,Ki,nM,20.0
CHEMBL5267553,,CHEMBL5267553,7.04,Ki,nM,91.0,Ki,nM,91.0
CHEMBL5289807,,CHEMBL5289807,7.68,Ki,nM,21.0,Ki,nM,21.0
CHEMBL5279538,,CHEMBL5279538,6.75,Ki,nM,180.0,Ki,nM,180.0
CHEMBL5316208,,CHEMBL5316208,7.1,Ki,nM,80.0,Ki,nM,80.0
CHEMBL98883,,CHEMBL98883,5.5,Ki,nM,3200.0,Ki,nM,3200.0
CHEMBL4214248,,CHEMBL4214248,6.21,Ki,nM,620.0,Ki,nM,620.0
CHEMBL4176080,,CHEMBL4176080,6.3,Ki,nM,497.0,Ki,nM,497.0
CHEMBL4576555,T3-CLK-N,CHEMBL4576555,6.1,Ki,nM,798.34,Ki,nM,798.34
CHEMBL4576555,T3-CLK-N,CHEMBL4576555,6.13,Ki,nM,741.31,pKi,,6.13
CHEMBL4748908,TP-040n,CHEMBL4748908,6.9,Ki,nM,125.1,Ki,nM,125.1
CHEMBL4748908,TP-040n,CHEMBL4748908,6.91,Ki,nM,123.03,pKi,,6.91
CHEMBL4802042,JNJ-54119936,CHEMBL4802042,5.5,Ki,nM,3125.58,Ki,nM,3125.58
CHEMBL4802042,JNJ-54119936,CHEMBL4802042,5.52,Ki,nM,3019.95,pKi,,5.52
CHEMBL5086970,,CHEMBL5086970,5.54,Ki,nM,2852.33,Ki,nM,2852.33
CHEMBL5086970,,CHEMBL5086970,5.54,Ki,nM,2884.03,pKi,,5.54
CHEMBL5082184,,CHEMBL5082184,5.87,Ki,nM,1340.29,Ki,nM,1340.29
CHEMBL5082184,,CHEMBL5082184,5.87,Ki,nM,1348.96,pKi,,5.87
CHEMBL5306285,,CHEMBL5306285,6.38,Ki,nM,416.9,Ki,nM,416.9
CHEMBL5306285,,CHEMBL5306285,6.39,Ki,nM,407.38,pKi,,6.39
CHEMBL4802050,8RK64,CHEMBL4802050,5.46,Ki,nM,3429.51,Ki,nM,3429.51
CHEMBL4802050,8RK64,CHEMBL4802050,5.47,Ki,nM,3388.44,pKi,,5.47
CHEMBL4802044,JNJ-73924149,CHEMBL4802044,7.2,Ki,nM,63.33,Ki,nM,63.33
CHEMBL4802044,JNJ-73924149,CHEMBL4802044,7.2,Ki,nM,63.1,pKi,,7.2
CHEMBL5439290,,CHEMBL5439290,6.71,Ki,nM,196.0,Ki,nM,196.0
CHEMBL5419799,,CHEMBL5419799,6.63,Ki,nM,233.0,Ki,nM,233.0
CHEMBL5425008,,CHEMBL5425008,6.77,Ki,nM,169.0,Ki,nM,169.0
CHEMBL5402597,,CHEMBL5402597,6.4,Ki,nM,398.0,Ki,nM,398.0
CHEMBL5435516,,CHEMBL5435516,6.6,Ki,nM,250.0,Ki,nM,250.0
CHEMBL5397812,,CHEMBL5397812,7.17,Ki,nM,67.0,Ki,nM,67.0
CHEMBL5404085,,CHEMBL5404085,6.5,Ki,nM,317.0,Ki,nM,317.0
CHEMBL5410957,,CHEMBL5410957,6.86,Ki,nM,137.0,Ki,nM,137.0
CHEMBL5412229,,CHEMBL5412229,7.08,Ki,nM,83.0,Ki,nM,83.0
CHEMBL5413838,,CHEMBL5413838,6.81,Ki,nM,155.0,Ki,nM,155.0
CHEMBL5408432,,CHEMBL5408432,7.23,Ki,nM,59.0,Ki,nM,59.0
CHEMBL5395401,,CHEMBL5395401,6.28,Ki,nM,530.0,Ki,nM,530.0
CHEMBL5408011,,CHEMBL5408011,7.02,Ki,nM,95.0,Ki,nM,95.0
CHEMBL5406204,,CHEMBL5406204,6.67,Ki,nM,212.0,Ki,nM,212.0
CHEMBL5431371,,CHEMBL5431371,6.78,Ki,nM,165.0,Ki,nM,165.0
CHEMBL5403056,,CHEMBL5403056,7.34,Ki,nM,46.0,Ki,nM,46.0
CHEMBL5421590,,CHEMBL5421590,6.42,Ki,nM,385.0,Ki,nM,385.0
CHEMBL5439009,,CHEMBL5439009,5.89,Ki,nM,1275.0,Ki,nM,1275.0
CHEMBL5406365,,CHEMBL5406365,6.39,Ki,nM,405.0,Ki,nM,405.0
CHEMBL5437241,,CHEMBL5437241,7.15,Ki,nM,71.0,Ki,nM,71.0
CHEMBL5404573,,CHEMBL5404573,7.17,Ki,nM,67.0,Ki,nM,67.0
CHEMBL5437741,,CHEMBL5437741,6.88,Ki,nM,132.0,Ki,nM,132.0
CHEMBL5409819,,CHEMBL5409819,6.45,Ki,nM,356.0,Ki,nM,356.0
CHEMBL5427872,,CHEMBL5427872,6.91,Ki,nM,122.0,Ki,nM,122.0
CHEMBL5417481,,CHEMBL5417481,6.2,Ki,nM,627.0,Ki,nM,627.0
CHEMBL5397921,,CHEMBL5397921,6.96,Ki,nM,110.0,Ki,nM,110.0
CHEMBL5419212,,CHEMBL5419212,6.95,Ki,nM,112.0,Ki,nM,112.0
CHEMBL5403411,,CHEMBL5403411,6.68,Ki,nM,208.0,Ki,nM,208.0
CHEMBL5431843,,CHEMBL5431843,5.64,Ki,nM,2286.0,Ki,nM,2286.0
CHEMBL5404387,,CHEMBL5404387,6.29,Ki,nM,508.0,Ki,nM,508.0
CHEMBL5416938,,CHEMBL5416938,6.78,Ki,nM,166.0,Ki,nM,166.0
CHEMBL5400982,,CHEMBL5400982,6.17,Ki,nM,677.0,Ki,nM,677.0
CHEMBL5396978,,CHEMBL5396978,6.8,Ki,nM,159.0,Ki,nM,159.0
CHEMBL5423305,,CHEMBL5423305,6.47,Ki,nM,336.0,Ki,nM,336.0
CHEMBL5426774,,CHEMBL5426774,6.33,Ki,nM,463.0,Ki,nM,463.0
CHEMBL5402112,,CHEMBL5402112,5.84,Ki,nM,1458.0,Ki,nM,1458.0
CHEMBL5434126,,CHEMBL5434126,6.8,Ki,nM,159.0,Ki,nM,159.0
CHEMBL5439899,,CHEMBL5439899,6.73,Ki,nM,188.0,Ki,nM,188.0
CHEMBL4846092,,CHEMBL4846092,7.2,Ki,nM,63.0,Ki,nM,63.0
CHEMBL61479,SIRAMESINE,CHEMBL61479,7.77,Ki,nM,17.0,Ki,nM,17.0
CHEMBL5189158,,CHEMBL5189158,5.89,Ki,nM,1279.0,Ki,nM,1279.0
CHEMBL5395401,,CHEMBL5395401,6.28,Ki,nM,530.0,Ki,nM,530.0
CHEMBL53325,,CHEMBL53325,9.42,Ki,nM,0.38,Ki,nM,0.38
CHEMBL5426155,,CHEMBL5426155,6.25,Ki,nM,560.0,Ki,nM,560.0
CHEMBL4846092,,CHEMBL4846092,7.64,Ki,nM,23.0,Ki,nM,23.0
CHEMBL5398618,,CHEMBL5398618,5.08,Ki,nM,8274.0,Ki,nM,8274.0
CHEMBL5401020,,CHEMBL5401020,5.75,Ki,nM,1777.0,Ki,nM,1777.0
CHEMBL5418939,,CHEMBL5418939,6.1,Ki,nM,789.0,Ki,nM,789.0
CHEMBL5425053,,CHEMBL5425053,6.05,Ki,nM,882.0,Ki,nM,882.0
CHEMBL5393813,,CHEMBL5393813,6.12,Ki,nM,765.0,Ki,nM,765.0
CHEMBL5395523,,CHEMBL5395523,5.67,Ki,nM,2154.0,Ki,nM,2154.0
CHEMBL5430674,,CHEMBL5430674,6.09,Ki,nM,807.0,Ki,nM,807.0
CHEMBL5424034,,CHEMBL5424034,6.82,Ki,nM,150.0,Ki,nM,150.0
CHEMBL5438422,,CHEMBL5438422,6.62,Ki,nM,237.0,Ki,nM,237.0
CHEMBL4519018,,CHEMBL4519018,7.08,IC50,nM,84.0,IC50,uM,0.084
CHEMBL5402927,,CHEMBL5402927,8.72,Ki,nM,1.9,Ki,nM,1.9
CHEMBL39900,SPIPETHIANE,CHEMBL39900,8.04,Ki,nM,9.2,Ki,nM,9.2
CHEMBL5432062,,CHEMBL5432062,10.89,Ki,nM,0.013,Ki,nM,0.013
CHEMBL4297224,BLARCAMESINE,CHEMBL4297224,8.2,Ki,nM,6.3,Ki,nM,6.3
CHEMBL408867,[11C]SA4503,CHEMBL408867,8.34,Ki,nM,4.6,Ki,nM,4.6
CHEMBL596802,PRIDOPIDINE,CHEMBL596802,7.09,Ki,nM,82.0,Ki,nM,82.0
CHEMBL3769930,,CHEMBL3769930,9.13,Ki,nM,0.74,Ki,nM,0.74
CHEMBL4650795,,CHEMBL4650795,8.89,Ki,nM,1.3,Ki,nM,1.3
CHEMBL4650909,,CHEMBL4650909,7.92,Ki,nM,12.0,Ki,nM,12.0
CHEMBL4650902,,CHEMBL4650902,9.3,Ki,nM,0.5,Ki,nM,0.5
CHEMBL4650581,,CHEMBL4650581,8.68,Ki,nM,2.1,Ki,nM,2.1
CHEMBL102659,,CHEMBL102659,9.03,Ki,nM,0.93,Ki,nM,0.93
CHEMBL5403125,,CHEMBL5403125,8.96,Ki,nM,1.1,Ki,nM,1.1
CHEMBL5417310,,CHEMBL5417310,6.05,Ki,nM,890.0,Ki,uM,0.89
CHEMBL1774575,,CHEMBL1774575,8.82,Ki,nM,1.51,Ki,nM,1.51
